"DATA AS OF","DEVELOPMENT","HUD AMP#","TDS#","CONSOLIDATED TDS#","DEVELOPMENT EDP#","OPERATING EDP#","HUD #","PROGRAM","METHOD","TYPE","NUMBER OF SECTION 8 TRANSITION APARTMENTS","NUMBER OF CURRENT APARTMENTS","TOTAL NUMBER OF APARTMENTS","NUMBER OF RENTAL ROOMS","AVG NO R/R PER APARTMENT","POPULATION SECTION 8 TRANSITION","POPULATION PUBLIC HOUSING","TOTAL POPULATION","TOTAL # OF FIXED INCOME HOUSEHOLD","PERCENT FIXED INCOME HOUSEHOLDS","NUMBER OF RESIDENTIAL BLDGS","NUMBER OF NON-RESIDENTIAL BLDGS","NUMBER OF STAIRHALLS","NUMBER OF STORIES","TOTAL AREA SQ FT","ACRES","NET DEV AREA SQ FT","EXCLUDING PARK ACRES","BLDG COVERAGE SQ FT","CUBAGE CU FT","BLDG COVERAGE %","DENSITY","DEVELOPMENT COST","PER RENTAL ROOM","AVG MONTHLY GROSS RENT","LOCATION STREET A","LOCATION STREET B","LOCATION STREET C","LOCATION STREET D","BOROUGH","COMMUNITY DISTIRCT","US CONGRESSIONAL DISTRICT","NY STATE SENATE DISTRICT","NY STATE ASSEMBLY DISTRICT","NY CITY COUNCIL DISTRICT","COMPLETION DATE","FEDERALIZED DEVELOPMENT","SENIOR DEVELOPMENT","ELECTRICITY PAID BY RESIDENTS","PRIVATE MANAGEMENT","RAD TRANSFERRED DATE"
"1/1/2025","KINGSBOROUGH EXTENSION","NY005010100","161","010","268","205","NY005071","FEDERAL","CONVENTIONAL","NEW CONST (ELD)","0","183","184","640.5","3.50","0","213","213","160","0.8889","1","0","1","25","64,407.7","1.48","63,254","1.45","7,110","1,224,082","11.24%","144","$2,986,383","$4,637","$431","BERGEN ST","PACIFIC ST","ROCHESTER AVE","RALPH AVE","BROOKLYN","8","08","20","56","41","1966-05-31T00:00:00.000",,"EXCLUSIVELY",,,
"1/1/2025","LA GUARDIA","NY005010760","076","076","221","221","NY005021","FEDERAL","CONVENTIONAL","NEW CONST","0","1,091","1,094","5,098.5","4.67","0","2,196","2,196","502","0.4808","9","1","9","16","465,320.7","10.68","415,455","9.54","63,621","8,909,852","13.55%","206","$17,157,591","$3,356","$711","RUTGERS ST","MADISON ST","MONTGOMERY ST","CHERRY ST","MANHATTAN","3","10","27","65","01","1957-08-08T00:00:00.000",,,,,
"1/1/2025","LA GUARDIA ADDITION","NY005010760","152","076","262","221","NY005061","FEDERAL","CONVENTIONAL","NEW CONST (ELD)","0","149","150","491.5","3.30","0","177","177","124","0.9185","1","0","1","16","14,697.3","0.34","26,052","0.60","5,618","914,382","21.56%","525","$2,876,132","$5,645","$356","CHERRY ST","MADISON ST","RUTGERS ST","MONTGOMERY ST","MANHATTAN","3","10","27","65","01","1965-08-31T00:00:00.000",,"EXCLUSIVELY",,,
"1/1/2025","LA PRECIOSA","NY005024000","590",,,,,"MIXED FINANCE/NON-NYCHA DEVELOPMENT","CONVENTIONAL","NEW CONST",,"21","49",,,,,,,,"1",,"1","7",,,"12,632","0.29",,,,,,,,"WASHINGTON AVE","EAST 166 STREET",,,"BRONX","3","15","32","79","16",,,,,"YES",
"1/1/2025","LAFAYETTE","NY005001220","122","122","247","247","NY005047","FEDERAL","CONVENTIONAL","NEW CONST","0","881","882","4,379.5","4.97","0","2,076","2,076","355","0.4319","7","0","7","13–15–20","340,979.2","7.83","304,776","7.00","58,504","8,369,220","17.50%","265","$14,689,766","$3,350","$681","LAFAYETTE AVE","CLASSON AVE","DEKALB AVE","FRANKLIN AVE","BROOKLYN","3","08","25","57","36","1962-07-31T00:00:00.000",,,,,
"1/1/2025","LATIMER GARDENS","NY005011860","186","186","290","290","NY005093","FEDERAL","CONVENTIONAL","NEW CONST","0","421","423","1,700.5","4.04","0","752","752","216","0.5205","4","0","4","10","170,683.2","3.92","167,134","3.84","40,077","3,430,247","23.98%","192","$9,310,959","$5,442","$622","34TH, 35TH AVES","LINDEN PL","LEAVITT ST","137TH ST","QUEENS","7","06","16","40","20","1970-09-30T00:00:00.000",,,,,
"1/1/2025","LAVANBURG HOMES","NY005003100","310","310","578","578","NY005248","FEDERAL","CONVENTIONAL","REHAB",,"95","104","391.5","4.12",,,,,,"1","0","6","6",,,"23,032","0.53","12,882","937,200","55.93%",,"$5,742,000","$12,903",,"E HOUSTON ST","BARUCH PL","A NEW ST","MANGIN ST","MANHATTAN","3","10","27","74","02","1984-09-26T00:00:00.000",,,,,
"1/1/2025","LEAVITT STREET-34TH AVENUE","NY005011860","201","186","386","290","NY005191","FEDERAL","TURNKEY","NEW CONST (ELD)","0","83","83","272.5","3.28","0","95","95","76","0.9383","1","0","1","6","20,783.9","0.48","20,013","0.46","8,465","571,608","42.30%","199","$2,606,744","$9,244","$343","LEAVITT ST","UNION ST","34TH AVE","34TH RD","QUEENS","7","06","16","40","20","1974-10-31T00:00:00.000",,"EXCLUSIVELY",,,
"1/1/2025","LEHMAN VILLAGE","NY005001010","101","101","238","238","NY005033","FEDERAL","CONVENTIONAL","NEW CONST","0","616","622","2,889.0","4.69","0","1,311","1,311","273","0.4505","4","1","4","20","178,009.6","4.09","177,426","4.07","28,904","5,367,611","16.29%","321","$11,549,370","$3,959","$598","MADISON AVE","PARK AVE","E 106TH ST","E 110TH ST","MANHATTAN","11","13","29","68","08","1963-11-30T00:00:00.000",,,,,
"1/1/2025","LENOX ROAD-ROCKAWAY PARKWAY","NY005011670","348","167","763","763","NY005292","FEDERAL","TURNKEY","REHAB",,"71","74","316.5","4.46","0","151","151","29","0.0041","3","0","3","4","25,136.2","0.58","24,000","0.55","18,791","943,450","78.30%","262","$4,669,919","$14,281","$604","KINGS HIGHWAY","E 98TH ST","WILIMOHR ST","E 97TH ST","BROOKLYN","17","09","19","55, 58","41","1985-09-01T00:00:00.000",,,"YES",,"11/28/2023"
"1/1/2025","LEXINGTON","NY005010620","050","062","374","217","NY005183C","FEDERAL","CONVENTIONAL","NEW CONST","0","445","448","1,888.5","4.24","0","773","773","216","0.5012","4","0","4","14","154,371.3","3.54","151,467","3.48","35,222","3,879,000","23.25%","218","$4,780,152","$2,515","$650","E 98TH ST","THIRD AVE","E 99TH ST","PARK AVE","MANHATTAN","11","13","29","68","08","1951-03-16T00:00:00.000","1972/06/29-FED TRAN",,,,
"1/1/2025","LINCOLN","NY005000200","020","020","513","513","NY005213E","FEDERAL","CONVENTIONAL","NEW CONST","0","1,283","1,286","6,113.5","4.77","0","2,474","2,474","478","0.4121","14","0","20","6–14","508,269.3","11.67","508,561","11.67","106,738","10,743,035","19.35%","212","$14,324,000","$2,358","$637","E 132ND ST","E 135TH ST","FIFTH AVE","PARK AVE","MANHATTAN","11","13","30","70","09","1948-12-29T00:00:00.000","1977/07/01-ATP 1",,,,
"1/1/2025","LINDEN","NY005020950","095","095","672","672","NY005377","MIXED FINANCE/LLC2","CONVENTIONAL","NEW CONST","491","1,586","1,586","7,297.5","4.61","1,345","2,117","3,462","567","0.0038","19","2","19","8-14","1,224,449.9","28.11","1,299,426","29.83","173,020","14,333,039","13.06%","123","$20,230,969","$2,767","$591","VERMONT ST","STANLEY AVE","SCHENCK AVE","COZINE AVE","BROOKLYN","5","08","19","60","42","1958-07-17T00:00:00.000",,,,,"12/28/2021"
"1/1/2025","LONG ISLAND BAPTIST HOUSES","NY005012610","276","261","502","375","NY005201","FEDERAL","CONVENTIONAL","REHAB","0","228","232","1,035.0","4.54","0","439","439","57","0.2969","4","0","4","6","128,368.2","2.95","78,700","1.81","37,700","2,490,500","47.90%","149","$11,627,063","$11,010","$642","SUTTER AVE","SHEFFIELD AVE","DUMONT AVE","HINSDALE ST","BROOKLYN","5","08","19","60","42","1981-06-30T00:00:00.000",,,"YES",,
"1/1/2025","LONGFELLOW AVENUE REHAB","NY005015300","362","530","794","748","NY005295","FEDERAL","TURNKEY","REHAB","0","75","75","412.5","5.50","0","246","246","16","0.2192","2","0","2","5","26,928.9","0.62","26,724","0.61","16,773","1,060,415","62.76%","398","$7,044,209","$17,077","$765","WESTCHESTER AVE","WHITLOCK AVE","E 165TH ST","BRYANT AVE","BRONX","2","14","32","85","17","1990-10-31T00:00:00.000",,,"YES","YES",
"1/1/2025","LOW HOUSES","NY005011690","169","169","276","276","NY005082","FEDERAL","CONVENTIONAL","NEW CONST","0","529","536","2,517.5","4.76","0","1,221","1,221","179","0.3524","4","0","4","17–18","268,821.1","6.17","256,459","5.89","45,163","4,802,466","17.61%","198","$10,312,262","$4,052","$615","SACKMAN ST","POWELL ST","CHRISTOPHER ST","PITKIN AVE","BROOKLYN","16","08","25","55","41","1967-12-31T00:00:00.000",,,,,
"1/1/2025","LOWER EAST SIDE I INFILL","NY005011000","326","100","784","784","NY005259","FEDERAL","TURNKEY","NEW CONST","0","189","189","777.5","4.11","0","320","320","117","0.6393","5","0","15","4–9","91,266.3","2.10","86,078","1.98","37,227","1,657,278","43.25%","153","$14,369,576","$18,482","$602","DELANCEY ST","RIVINGTON ST","FORSYTHE ST","ELDRIDGE ST","MANHATTAN","3","10","27","65","01","1988-06-01T00:00:00.000",,"PARTIALLY (1 BUILDING)","YES",,
"1/1/2025","LOWER EAST SIDE II","NY005012920","337","337","783","555","NY005262","FEDERAL","TURNKEY","NEW CONST","0","186","188","838.0","4.51","0","388","388","85","0.462","4","1","31","3","168,043.7","3.86","167,568","3.85","59,808","1,622,292","35.69%","101","$14,709,271","$17,346","$717","E 4TH & 5TH STS","E 6TH ST","AVENUES B & C","AVENUE D","MANHATTAN","3","10","27","74","02","1988-11-01T00:00:00.000",,,"YES",,
"1/1/2025","LOWER EAST SIDE III","NY005013590","364","359","548","840","NY005215","FEDERAL","TURNKEY","NEW CONST","0","56","56","280.0","5.00","0","129","129","18","0.3396","2","1","2","4","44,802.9","1.03","42,733","0.98","22,801","596,573","53.36%","125","$7,324,340","$26,158","$843","E 9TH ST","AVENUE D","E 8TH ST","AVENUE C","MANHATTAN","3","10","27","74","02","1997-04-30T00:00:00.000",,,"YES","YES",
"1/1/2025","LOWER EAST SIDE REHAB (GROUP 5)","NY005012920","292","337","555","555","NY005233","FEDERAL","TURNKEY","REHAB","0","52","55","218.0","4.19","0","103","103","20","0.3922","2","0","2","6","18,576.1","0.43","17,872","0.41","10,275","490,400","57.49%","242","$4,322,735","$18,795","$707","AVENUE C","E 6TH ST","E 7TH ST",,"MANHATTAN","3","10","27","74","02","1986-12-01T00:00:00.000",,,"YES",,
"1/1/2025","MANHATTANVILLE","NY005020810","081","081","429","429","NY005378","MIXED FINANCE/LLC1","CONVENTIONAL","NEW CONST","204","1,216","1,272","5,751.0","4.73","458","2,205","2,663","511","0.4255","6","0","6","20","530,334.9","12.17","538,367","12.36","83,754","11,967,873","15.56%","219","$25,774,000","$4,306","$592","W 133RD ST","BROADWAY","AMSTERDAM AVE","W 129TH ST","MANHATTAN","9","13","30","70","07","1961-06-30T00:00:00.000",,,,,"12/12/2024"
"1/1/2025","MANHATTANVILLE REHAB (GROUP 2)","NY005010810","296","081","557","558","NY005235","FEDERAL","CONVENTIONAL","REHAB",,"46","46","187.0","4.07","0","85","85","22","0.0048","3","0","3","5-6","12,452.2","0.29","11,843","0.27","8,099","434,570","68.39%","297","$6,002,000","$32,096","$530","BROADWAY","W 134TH ST","AMSTERDAM AVE","W 135TH ST","MANHATTAN","9","13","30","70","07","1988-11-01T00:00:00.000",,,"YES",,"11/30/2020"
"1/1/2025","MANHATTANVILLE REHAB (GROUP 3)","NY005010810","297","081","558","558","NY005236","FEDERAL","CONVENTIONAL","REHAB",,"51","51","220.5","4.32","0","112","112","17","0.0035","2","0","2","5-6","14,633.7","0.34","13,988","0.32","9,930","547,624","70.99%","333","$3,652,758","$16,603","$447","BROADWAY","W 133RD ST","AMSTERDAM AVE","W 134TH ST","MANHATTAN","9","13","30","70","07","1983-09-30T00:00:00.000",,,"YES",,"11/30/2020"
"1/1/2025","MARBLE HILL","NY005020490","049","049","638","638","NY005379","MIXED FINANCE/LLC1","CONVENTIONAL","NEW CONST","257","1,680","1,682","7,111.0","4.23","441","2,534","2,975","794","0.4963","11","1","11","14–15","752,397.6","17.27","652,495","14.98","111,631","13,300,359","15.40%","172","$17,882,055","$2,539","$588","EXTERIOR ST","W 225TH ST","BROADWAY","W 230TH ST","BRONX","8","13","31","72, 81","10, 14","1952-03-06T00:00:00.000",,,,,
"1/1/2025","MARCY","NY005000210","021","021","514","514","NY005213F","FEDERAL","CONVENTIONAL","NEW CONST","0","1,710","1,717","8,239.0","4.82","0","3,699","3,699","685","0.4149","27","1","70","6","1,076,554.1","24.71","1,101,547","25.29","240,198","13,741,160","19.36%","150","$19,420,000","$2,347","$650","FLUSHING AVE","MARCY AVE","NOSTRAND AVE","MYRTLE AVE","BROOKLYN","3","07","25","56","36","1949-01-19T00:00:00.000","1977/07/01-ATP 1",,,,
"1/1/2025","MARCY AVENUE-GREENE AVENUE SITE A","NY005013590","363","359","803","840","NY005300","FEDERAL","TURNKEY","NEW CONST",,"48","48","231.0","4.81",,,"127",,,"2","0","7","3","54,686.3","1.26","51,104","1.17","16,354","434,689","32.00%","101","$5,042,549","$21,829","$462","GREENE AVE","MARCY AVE","NOSTRAND AVE","LEXINGTON AVE","BROOKLYN","3","08","25","56","36","1997-06-30T00:00:00.000",,,"YES","YES","02/12/2020"
"1/1/2025","MARCY AVENUE-GREENE AVENUE SITE B","NY005013590","358","359","804","840","NY005293","FEDERAL","TURNKEY","NEW CONST",,"30","30","145.0","4.83",,,"81",,,"1","0","5","3","34,042.5","0.78","36,926","0.85","10,081","267,953","27.30%","104","$3,168,261","$21,850","$413","GREENE AVE","MARCY AVE","NOSTRAND AVE","LEXINGTON AVE","BROOKLYN","3","08","25","56","36","1997-06-30T00:00:00.000",,,"YES","YES","02/12/2020"
"1/1/2025","MARINER'S HARBOR","NY005000770","077","077","228","228","NY005020","FEDERAL","CONVENTIONAL","NEW CONST","0","600","607","2,828.0","4.71","0","1,333","1,333","187","0.3208","22","0","32","3–6","943,519.3","21.66","816,256","18.74","124,890","5,691,790","13.18%","62","$8,072,855","$2,826","$613","GRAND VIEW AVE","ROXBURY ST","LOCKMAN AVE","CONTINENTAL PL","STATEN ISLAND","1","11","23","63","49","1954-09-03T00:00:00.000",,,,,
"1/1/2025","MARLBORO","NY005020830","083","083","426","426","NY005380","MIXED FINANCE/LLC1","CONVENTIONAL","NEW CONST","365","1,762","1,765","8,238.0","4.68","764","2,850","3,614","753","0.4555","28","2","28","7–16","1,460,872.0","33.54","1,471,805","33.79","202,426","15,183,887","13.33%","108","$22,429,000","$2,783","$640","STILLWELL AVE","AVENUE V","86TH ST","AVENUE X","BROOKLYN","13","08","23","45, 47","47","1958-02-27T00:00:00.000",,,,,
"1/1/2025","MARSHALL PLAZA","NY005010030","344","003","754","754","NY005265","FEDERAL","TURNKEY","NEW CONST (ELD)",,"176","180","539.0","3.50","0","211","211","159","0.0091","1","0","1","13","21,613.4","0.50","20,083","0.46","10,354","1,181,481","51.56%","425","$12,233,985","$19,419","$301","BROADWAY","W 158TH ST","AMSTERDAM AVE","W 157TH ST","MANHATTAN","12","13","31","71","10","1986-06-30T00:00:00.000",,"EXCLUSIVELY","YES",,"01/10/2023"
"1/1/2025","MCKINLEY","NY005000590","103","059","236","236","NY005031","FEDERAL","CONVENTIONAL","NEW CONST","0","616","619","2,932.0","4.76","0","1,299","1,299","249","0.4249","5","1","5","16","292,673.0","6.72","233,735","5.37","41,286","5,580,675","14.24%","193","$10,418,410","$3,535","$607","E 161ST ST","E 163RD ST","TINTON AVE","KINGSLAND PL","BRONX","3","15","32","79","17","1962-07-31T00:00:00.000",,,,,
"1/1/2025","MELROSE","NY005010280","028","028","523","523","NY005216B","FEDERAL","CONVENTIONAL","NEW CONST","0","1,019","1,023","4,846.5","4.76","0","2,184","2,184","426","0.4303","8","1","8","14","516,231.6","11.85","498,060","11.43","68,826","8,736,312","12.71%","184","$12,236,000","$2,515","$558","MORRIS AVE","E 153RD ST","COURTLANDT AVE","E 156TH ST","BRONX","1","15","29","79","17","1952-06-20T00:00:00.000","1978/02/01-ATP 2",,,,
"1/1/2025","MELTZER TOWER","NY005011000","183","100","286","237","NY005085","FEDERAL","CONVENTIONAL","NEW CONST (ELD)","0","228","231","684.0","3.00","0","211","211","175","0.9115","1","0","1","20","51,969.0","1.19","50,180","1.15","6,910","1,316,253","13.77%","177","$5,622,697","$7,487","$338","E 1ST ST","FIRST AVE","E 2ND ST","AVENUE A","MANHATTAN","3","10","27","65","02","1971-08-31T00:00:00.000",,"EXCLUSIVELY",,,
"1/1/2025","METRO NORTH PLAZA","NY005010090","181","112","284","284","NY005092","FEDERAL","CONVENTIONAL","NEW CONST","0","270","275","1,297.0","4.80","0","534","534","121","0.4859","3","0","3","7–8–11","101,169.8","2.32","99,827","2.29","34,752","2,668,090","34.81%","230","$6,733,865","$5,105","$645","E 101ST ST","FIRST AVE","E 102ND ST","SECOND AVE","MANHATTAN","11","13","29","68","08","1971-08-31T00:00:00.000",,,,,
"1/1/2025","MIDDLETOWN PLAZA","NY005010340","191","034","302","313","NY005096B","FEDERAL","CONVENTIONAL","NEW CONST (ELD)","0","159","179","543.5","3.42","0","167","167","141","0.9276","1","0","1","15","50,381.1","1.16","49,309","1.13","10,076","1,078,917","20.43%","144","$6,090,291","$9,776","$374","ROBERTS AVE","JARVIS AVE","MIDDLETOWN RD","HOBART AVE","BRONX","10","14","34","82","13","1973-08-31T00:00:00.000",,"EXCLUSIVELY",,,"09/26/2024"
"1/1/2025","MILL BROOK","NY005010840","084","084","570","570","NY005244C","FEDERAL","CONVENTIONAL","NEW CONST","0","1,247","1,255","5,779.5","4.63","0","2,531","2,531","493","0.4178","9","0","9","16","469,575.2","10.78","463,332","10.64","76,410","10,446,587","14.17%","235","$22,176,000","$3,898","$553","E 135TH ST","BROOK AVE","E 137TH ST","CYPRESS AVE","BRONX","1","14","29","84","08","1959-05-26T00:00:00.000","1979/08/01-ATP 4",,,,
"1/1/2025","MILL BROOK EXTENSION","NY005010840","132","084","570","570","NY005244C","FEDERAL","CONVENTIONAL","NEW CONST","0","124","125","606.0","4.89","0","255","255","56","0.487","1","0","1","16","22,246.2","0.51","22,500","0.52","8,660","1,130,657","38.49%","499","$1,957,000","$3,198","$505","CYPRESS AVE","E 135TH ST","E 137TH ST",,"BRONX","1","14","29","84","08","1962-01-31T00:00:00.000","1979/08/01-ATP 4",,,,
"1/1/2025","MITCHEL","NY005011450","145","145","249","249","NY005050","FEDERAL","CONVENTIONAL","NEW CONST","0","1,726","1,732","7,526.0","4.36","0","3,462","3,462","659","0.4114","10","1","10","17–19–20","679,300.4","15.59","653,938","15.01","97,114","14,044,919","13.88%","222","$33,012,851","$4,350","$609","LINCOLN AVE","E 138TH ST","WILLIS AVE","E 135TH ST","BRONX","1","15","29","84","08","1966-02-28T00:00:00.000",,"PARTIALLY (1 BUILDING)",,,
"1/1/2025","MONROE","NY005000880","088","088","234","234","NY005036","FEDERAL","CONVENTIONAL","NEW CONST","0","1,097","1,102","5,287.5","4.82","0","2,400","2,400","463","0.4439","12","1","18","8–14–15","814,916.2","18.71","805,341","18.49","118,402","10,177,348","14.70%","128","$16,449,659","$3,100","$636","SOUNDVIEW AVE","STORY AVE","TAYLOR AVE","LAFAYETTE AVE","BRONX","9","14","34","85","18","1961-11-02T00:00:00.000",,,,,
"1/1/2025","MOORE","NY005010930","129","093","251","251","NY005080","FEDERAL","CONVENTIONAL","NEW CONST","0","462","463","2,160.0","4.68","0","967","967","168","0.3934","2","0","4","20","115,842.1","2.66","117,000","2.69","21,826","4,029,275","18.65%","364","$7,256,661","$3,350","$605","E 147TH ST","E 149TH ST","JACKSON AVE","TRINITY AVE","BRONX","1","14","29","84","08","1964-03-31T00:00:00.000",,,,,
"1/1/2025","MORRIS I","NY005011020","102","102","239","239","NY005037","FEDERAL","CONVENTIONAL","NEW CONST","0","1,083","1,085","5,238.5","4.84","0","2,553","2,553","399","0.3896","10","0","10","16–20","416,088.5","9.55","416,831","9.57","66,594","9,980,542","15.98%","267","$20,735,295","$4,008","$588","PARK AVE","E 170TH ST","THIRD AVE","E 169TH ST","BRONX","3","15","32","79","16","1965-08-31T00:00:00.000",,,,,
"1/1/2025","MORRIS II","NY005011020","502","102","280","239","NY005079","FEDERAL","CONVENTIONAL","NEW CONST","0","798","802","3,748.0","4.70","0","1,783","1,783","320","0.4194","7","0","7","16–20","357,676.7","8.21","313,704","7.20","51,875","7,162,265","14.46%","217","$15,391,181","$4,008","$582","PARK AVE","E 171ST ST","THIRD AVE","E 170TH ST","BRONX","3","15","32","79","16","1965-08-31T00:00:00.000",,,,,
"1/1/2025","MORRIS PARK SENIOR CITIZENS HOME","NY005012410","277","241","504","346","NY005200","FEDERAL","CONVENTIONAL","REHAB (ELD)","0","97","97","296.5","3.06","0","87","87","65","0.9028","1","0","1","9","10,215.5","0.23","10,000","0.23","6,491","561,310","64.91%","371","$1,989,852","$6,337","$349","E 124TH ST","MADISON AVE","FIFTH AVE",,"MANHATTAN","11","13","30","68","09","1977-04-30T00:00:00.000",,"EXCLUSIVELY","YES",,
"1/1/2025","MORRISANIA","NY005011410","130","141","250","231","NY005048","FEDERAL","CONVENTIONAL","NEW CONST","0","205","206","958.5","4.68","0","485","485","77","0.3831","2","0","2","16","60,128.9","1.38","60,890","1.40","13,024","1,769,693","21.39%","351","$3,742,711","$3,891","$584","E 169TH ST","WASHINGTON AVE","PARK AVE",,"BRONX","3","15","32","79","16","1963-05-31T00:00:00.000",,,,,
"1/1/2025","MORRISANIA AIR RIGHTS","NY005012670","267","267","385","385","NY005190","FEDERAL","TURNKEY","NEW CONST","0","840","843","3,780.0","4.50","0","1,530","1,530","446","0.5624","3","0","5","19–23–29","257,853.4","5.92","274,300","6.30","64,435","11,316,800","23.49%","258","$40,272,504","$10,584","$538","PARK AVE","E 158TH ST","E 161ST ST","E 163RD ST","BRONX","3, 4","15","29, 32","79","16","1981-01-01T00:00:00.000",,"PARTIALLY (1 STAIRHALL)",,,
"1/1/2025","MOTT HAVEN","NY005001210","121","121","244","244","NY005044","FEDERAL","CONVENTIONAL","NEW CONST","0","991","993","4,630.5","4.67","0","2,196","2,196","328","0.3577","8","1","8","20–22","440,952.2","10.12","386,817","8.88","78,477","9,236,613","18.80%","217","$20,670,000","$4,456","$640","E 140TH ST","E 144TH ST","ALEXANDER AVE","WILLIS AVE","BRONX","1","15","29","84","08","1965-03-31T00:00:00.000",,,,,
"1/1/2025","MURPHY","NY005021330","133","133","447","447","NY005381","MIXED FINANCE/LLC2","CONVENTIONAL","NEW CONST","106","281","281","1,294.5","4.61","258",,"710",,,"2","0","2","20","115,011.3","2.64","114,593","2.63","20,188","2,548,312","17.62%","269","$5,539,000","$4,277","$438","CROTONA AVE","CROTONA PARK NO","CROSS BRONX EXPWY",,"BRONX","6","15","32","79","15","1964-03-31T00:00:00.000",,,,,"12/27/2018"
"1/1/2025","NEW LANE AREA","NY005010350","314","035","306","306","NY005242","FEDERAL","TURNKEY","NEW CONST (ELD)","0","276","277","996.0","3.61","0","279","279","222","0.9447","1","0","2","10","110,236.9","2.53","120,879","2.78","29,107","2,204,124","24.08%","110","$18,511,313","$18,493","$393","LINDEN PL","NEW LANE","WATER FRONT TRACT",,"STATEN ISLAND","1","11","23","63","49","1984-07-12T00:00:00.000",,"EXCLUSIVELY","YES",,
"1/1/2025","NOSTRAND","NY005010360","043","036","585","585","NY005268C","FEDERAL","CONVENTIONAL","NEW CONST","0","1,146","1,148","4,967.0","4.33","0","2,005","2,005","473","0.4597","16","1","32","6","1,086,051.1","24.93","1,036,600","23.80","177,223","9,377,365","17.10%","80","$13,817,794","$2,779","$626","AVENUE V","BRAGG ST","AVENUE X","BATCHELDER ST","BROOKLYN","15","08","23","41","46","1950-12-14T00:00:00.000","1980/07/01-ATP 6",,,,
"1/1/2025","OCEAN BAY APARTMENTS (BAYSIDE)","NY005010980","098","098","571","571","NY005244D","FEDERAL","CONVENTIONAL","NEW CONST",,"1,393","1,395","6,670.5","4.79",,,"3,729",,,"24","0","28","7-9","1,406,825.8","32.30","1,408,080","32.33","215,090","13,059,717","15.28%","115","$22,956,000","$3,446","$503","B 58TH ST","ALAMEDA AVE","B 51ST ST","BEACH CHANNEL DR","QUEENS","14","05","10","31","31","1961-09-25T00:00:00.000","1979/08/01-ATP 4",,,,"12/31/2016"
"1/1/2025","OCEAN BAY APARTMENTS (OCEANSIDE)","NY005010980","051","165","573","571","NY005244F","FEDERAL","CONVENTIONAL","NEW CONST","0","417","418","1,766.5","4.24","0","730","730","152","0.4","7","0","14","6","465,536.4","10.69","310,500","7.13","66,101","3,931,321","18.66%","68","$5,137,275","$2,901","$710","ARVERNE BLVD","B 56TH ST","BEACH CHANNEL DR","B 54TH ST","QUEENS","14","05","10","31","31","1951-02-28T00:00:00.000","1979/08/01-ATP 4",,,,
"1/1/2025","OCEAN HILL APARTMENTS","NY005011620","162","162","269","269","NY005072","FEDERAL","CONVENTIONAL","NEW CONST","0","238","238","1,077.0","4.53","0","543","543","78","0.3529","3","1","3","14","116,783.3","2.68","112,916","2.59","16,412","2,178,743","14.53%","203","$4,875,929","$4,527","$792","BROADWAY","MACDOUGAL ST","MOTHER GASTON BLVD","CHERRY ST","BROOKLYN","16","08","25","55","37","1968-03-31T00:00:00.000",,,,,
"1/1/2025","OCEAN HILL-BROWNSVILLE","NY005013510","313","351","287","765","NY005257","FEDERAL","TURNKEY","REHAB",,"119","125","517.5","4.35","0","281","281","19","0.0016","5","0","5","4","41,339.1","0.95","242,141","5.56","78,188","2,000,000","32.29%","296","$8,068,686","$14,942","$619","RALPH AVE","ATLANTIC AVE","SARATOGA AVE","DEAN ST","BROOKLYN","16","08","25","55","41","1986-11-10T00:00:00.000",,,"YES",,"11/28/2023"
"1/1/2025","O'DWYER GARDENS","NY005011720","172","172","582","582","NY005267D","FEDERAL","CONVENTIONAL","NEW CONST","0","564","573","2,183.0","3.87","0","858","858","295","0.5784","6","4","6","15–16","289,033.2","6.64","276,010","6.34","34,501","5,421,328","12.50%","129","$15,000,000","$6,649","$624","W 32ND ST","SURF AVE","W 35TH ST","MERMAID AVE","BROOKLYN","13","08","23","46","47","1969-12-31T00:00:00.000","1980/07/01-ATP 5",,,,
"1/1/2025","PALMETTO GARDENS","NY005012470","195","247","393","393","NY005196","FEDERAL","TURNKEY","NEW CONST (ELD)",,"115","115","340.5","3.01",,,"117",,,"1","0","1","6","28,687.5","0.66","27,419","0.63","12,739","750,300","46.46%","178","$4,584,000","$12,257","$313","PALMETTO ST","GATES AVE","EVERGREEN AVE","BUSHWICK AVE","BROOKLYN","4","07","18","54","37","1977-03-31T00:00:00.000",,"EXCLUSIVELY",,,"07/18/2019"
"1/1/2025","PARK AVENUE-EAST 122ND, 123RD STREETS","NY005012410","204","241","321","346","NY005127","FEDERAL","TURNKEY","NEW CONST",,"89","90","415.5","4.67","0","209","209","32","0.0036","2","1","2","6","38,327.4","0.88","32,127","0.74","14,614","950,094","45.49%","238","$2,101,938","$5,017","$554","E 122ND ST","PARK AVE","E 123RD ST","LEXINGTON AVE","MANHATTAN","11","13","30","68","09","1970-03-31T00:00:00.000",,,,,"11/30/2020"
"1/1/2025","PARK ROCK REHAB","NY005013510","351","351","765","765","NY005285","FEDERAL","TURNKEY","REHAB",,"126","134","548.0","4.35","0","282","282","29","0.0023","9","0","9","4","55,732.8","1.28","53,914","1.24","33,105","166,531","61.40%","220","$10,500,000","$18,041","$674","BELMONT AVE","JEROME ST","SUTTER AVE","BARBEY ST","BROOKLYN","8","09","20","55","36","1986-09-01T00:00:00.000",,,"YES",,"11/28/2023"
